snapshot_date,season,team,conf,games,record,adj_oe,adj_de,barthag,adj_tempo,efg_off,efg_def,tor_off,tor_def,orb_off,drb_def,ftr_off,ftr_def,wab,source_url
2025-11-27,2026,VCU,A10,7,4–30–0,111.0121,98.455,0.799573,73.076,52.114,47.183,17.4162,20.755,33.6114,34.3259,50.017,39.7237,-0.4891,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251127&top=0&conlimit=All&state=All
2025-11-27,2026,VMI,SC,7,1–60–0,95.1327,121.9353,0.0542358,70.2186,44.6323,58.6343,17.7175,18.3144,28.3256,38.7337,34.1226,32.3102,-4.7356,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251127&top=0&conlimit=All&state=All
2025-11-27,2026,Valparaiso,MVC,6,4–20–0,94.733,106.6167,0.2040292,68.5251,42.8346,47.897,14.135,19.0119,33.1129,30.9177,35.7194,37.22,-1.1146,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251127&top=0&conlimit=All&state=All
2025-11-27,2026,Vanderbilt,SEC,7,7–00–0,127.55,98.253,0.952714,73.565,61.65,46.155,13.723,19.2111,35.187,24.328,38.6129,47.8325,1.312,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251127&top=0&conlimit=All&state=All
2025-11-27,2026,Vermont,AE,6,3–30–0,111.7113,118.2337,0.3426228,68.6245,57.336,56.9325,16.2112,14.5313,24.6327,24.835,30.8281,44.2298,-2.2242,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251127&top=0&conlimit=All&state=All
2025-11-27,2026,Villanova,BE,6,5–10–0,120.237,103.1112,0.85285,65.1353,56.545,52.9223,16.4119,20.174,44.33,28.6113,30.9277,29.056,0.0365,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251127&top=0&conlimit=All&state=All
2025-11-27,2026,Virginia,ACC,6,5–10–0,119.642,102.9107,0.849753,68.8242,53.8101,44.129,14.761,16.9212,47.01,30.3162,41.0101,40.2242,-0.1471,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251127&top=0&conlimit=All&state=All
2025-11-27,2026,Virginia Tech,ACC,7,6–10–0,114.477,100.174,0.822865,71.6126,51.4159,47.691,11.52,19.0119,33.9108,31.5192,33.8233,25.324,0.635,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251127&top=0&conlimit=All&state=All
2025-11-27,2026,Wagner,NEC,6,1–50–0,108.1152,112.6282,0.385921,69.3221,52.114,51.1176,20.8302,14.7303,33.2123,35.8288,28.9313,46.5317,-2.929,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251127&top=0&conlimit=All&state=All
2025-11-27,2026,Wake Forest,ACC,7,5–20–0,113.783,94.025,0.899029,73.565,51.9148,45.949,15.072,21.439,36.359,31.6193,34.0227,36.3185,0.0166,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251127&top=0&conlimit=All&state=All
2025-11-27,2026,Washington,B10,6,5–10–0,111.811,95.932,0.854248,69.6215,51.1164,45.539,16.3116,16.3236,39.122,27.997,45.744,31.795,0.4443,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251127&top=0&conlimit=All&state=All
2025-11-27,2026,Washington St.,WCC,7,2–50–0,117.055,117.1329,0.4971171,69.023,54.687,60.5356,15.899,16.622,29.821,22.18,35.6196,36.0178,-3.2311,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251127&top=0&conlimit=All&state=All
2025-11-27,2026,Weber St.,BSky,5,1–40–0,110.5126,108.6207,0.5484156,72.977,49.1224,48.7124,17.1147,15.2289,33.2123,32.6215,37.9149,45.2308,-2.4255,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251127&top=0&conlimit=All&state=All
2025-11-27,2026,West Georgia,ASun,6,3–30–0,101.7256,107.7182,0.3424229,70.915,47.0282,50.8171,18.0189,15.7264,29.6219,33.6236,26.0337,34.2141,-1.1141,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251127&top=0&conlimit=All&state=All
2025-11-27,2026,West Virginia,B12,7,5–20–0,106.9173,92.512,0.840759,66.6325,50.4188,47.387,14.761,21.833,26.0304,21.14,42.676,31.382,-0.8121,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251127&top=0&conlimit=All&state=All
2025-11-27,2026,Western Carolina,SC,5,2–30–0,97.2313,108.52,0.2212281,74.243,45.331,54.7284,21.733,15.5272,30.0198,26.256,25.8338,36.0178,-1.1147,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251127&top=0&conlimit=All&state=All
2025-11-27,2026,Western Illinois,OVC,6,0–60–0,97.3309,116.4324,0.1129342,67.0307,46.5296,52.0199,19.2254,13.7337,28.6247,33.8243,36.418,37.4204,-4.6354,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251127&top=0&conlimit=All&state=All
2025-11-27,2026,Western Kentucky,CUSA,5,3–20–0,107.2168,100.277,0.6838109,76.114,49.1224,51.1176,14.761,19.79,29.821,26.866,47.731,41.1258,-0.7105,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251127&top=0&conlimit=All&state=All
2025-11-27,2026,Western Michigan,MAC,6,3–30–0,103.8225,108.4199,0.3772217,72.88,49.3217,50.4161,18.6226,15.6269,29.821,28.2105,31.1275,35.9173,-1.8204,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251127&top=0&conlimit=All&state=All
2025-11-27,2026,Wichita St.,Amer,7,4–30–0,110.6123,102.499,0.707897,68.0265,50.2194,45.744,14.135,17.917,40.516,29.7148,36.0187,34.1139,-1.3167,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251127&top=0&conlimit=All&state=All
2025-11-27,2026,William & Mary,CAA,6,4–20–0,105.719,100.175,0.6514116,76.511,54.393,46.359,21.5324,21.537,26.8294,34.8265,44.854,41.6267,-0.5094,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251127&top=0&conlimit=All&state=All
2025-11-27,2026,Winthrop,BSth,7,3–40–0,114.673,104.4132,0.744392,71.6126,51.815,51.9195,12.78,18.6132,29.5224,29.1125,33.025,35.316,-1.7192,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251127&top=0&conlimit=All&state=All
2025-11-27,2026,Wisconsin,B10,6,5–10–0,121.429,103.0109,0.868942,72.21,55.763,51.3181,13.114,19.0119,36.454,23.922,34.9211,36.3185,0.106,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251127&top=0&conlimit=All&state=All
2025-11-27,2026,Wofford,SC,6,3–30–0,103.2237,110.0237,0.3262236,71.5128,50.1196,54.4275,17.5166,13.5344,29.9205,28.098,44.657,32.6108,-1.6185,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251127&top=0&conlimit=All&state=All
2025-11-27,2026,Wright St.,Horz,5,2–30–0,108.1153,100.983,0.6879106,66.3331,55.958,48.2109,18.2208,20.56,28.525,33.5232,29.3309,37.22,-2.0227,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251127&top=0&conlimit=All&state=All
2025-11-27,2026,Wyoming,MWC,6,5–10–0,109.3138,96.236,0.813169,71.0145,53.3117,42.514,17.1147,19.41,38.135,26.563,40.2111,56.4359,-0.3084,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251127&top=0&conlimit=All&state=All
2025-11-27,2026,Xavier,BE,7,4–30–0,109.214,102.197,0.6842108,70.6163,49.1224,53.4244,15.072,19.79,29.0236,26.361,35.6196,33.5125,-0.711,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251127&top=0&conlimit=All&state=All
2025-11-27,2026,Yale,Ivy,7,6–10–0,129.22,111.5265,0.844958,67.7281,60.513,54.3269,15.18,18.5139,36.454,30.8174,38.0148,34.0136,0.2453,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251127&top=0&conlimit=All&state=All
2025-11-27,2026,Youngstown St.,Horz,6,2–40–0,104.9205,103.6119,0.5365161,70.2186,53.1121,51.9195,20.6293,20.949,27.9264,36.4301,28.7314,38.2216,-2.3251,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251127&top=0&conlimit=All&state=All
2025-11-28,2026,Abilene Christian,WAC,5,2–30–0,92.5345,103.4115,0.2188281,66.5329,43.0341,55.0287,22.9352,21.146,37.932,26.765,32.4253,56.9362,-2.2224,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Air Force,MWC,8,3–50–0,97.4308,108.2197,0.2287274,67.1302,52.5135,52.3211,22.2337,17.7175,28.9236,28.3103,40.0109,35.6173,-4.0332,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Akron,MAC,6,4–20–0,123.516,108.6209,0.815168,74.139,59.913,53.1235,13.622,20.752,34.985,33.7245,33.3237,33.9137,-0.6104,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Alabama,SEC,7,5–20–0,132.21,99.367,0.96448,76.69,58.721,49.2127,14.031,13.6339,31.6158,30.9182,33.7232,31.796,1.611,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Alabama A&M,SWAC,4,2–20–0,95.2326,108.6212,0.1805308,68.6242,43.833,57.433,17.6178,19.493,20.4359,32.5213,32.4253,39.6235,-0.4993,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Alabama St.,SWAC,7,2–50–0,108.6143,113.029,0.389021,71.0143,49.1222,55.4293,17.9191,18.1156,29.9205,34.8267,33.9227,39.4232,-2.8279,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Albany,AE,5,0–50–0,96.3321,111.2264,0.1614314,68.3257,45.6305,50.5163,23.7355,16.423,32.4139,37.7328,25.3341,43.8292,-3.7323,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Alcorn St.,SWAC,8,1–70–0,99.7282,107.2181,0.3019244,73.363,51.1164,54.1266,24.136,18.0162,27.3277,40.9353,24.7343,47.2326,-3.8327,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,American,Pat,5,2–30–0,105.5192,109.7233,0.3912209,72.877,50.7176,56.3311,17.2155,19.493,22.235,30.8177,28.6312,54.6355,-1.5172,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Appalachian St.,SB,7,3–40–0,103.4232,113.4294,0.2564264,63.5364,49.0229,50.9176,14.762,15.4274,30.6189,36.531,37.9145,37.2204,-2.7267,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Arizona,B12,6,6–00–0,121.925,90.58,0.96875,72.782,56.643,46.15,18.6228,19.1112,41.41,27.485,38.2138,31.695,2.52,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Arizona St.,B12,8,6–20–0,114.183,106.2159,0.6950106,70.3175,53.2119,53.0231,14.346,21.538,28.425,32.8219,44.154,40.024,0.1956,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Arkansas,SEC,7,5–20–0,117.65,97.544,0.89593,72.587,55.562,46.558,13.113,16.423,29.7215,29.6144,37.8148,26.227,0.0561,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Arkansas Pine Bluff,SWAC,8,0–80–0,98.7292,116.0323,0.1350336,75.124,42.6348,59.6354,19.7271,14.3325,27.527,36.7314,31.7265,44.6303,-4.2343,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Arkansas St.,SB,7,4–30–0,104.8209,107.0178,0.4395186,75.418,47.0284,53.0231,21.9331,15.925,35.083,30.9182,39.811,42.9282,-0.599,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Army,Pat,7,1–60–0,100.1278,117.3332,0.1389334,70.6162,45.7304,56.4313,17.8185,14.5315,27.527,30.7174,30.828,39.223,-4.1341,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Auburn,SEC,8,6–20–0,127.06,105.4151,0.895231,69.721,54.49,48.5117,12.99,19.493,40.513,34.9274,44.848,29.562,0.925,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Austin Peay,ASun,6,3–30–0,100.3277,97.545,0.5790144,70.9148,49.3217,48.1103,18.0195,19.784,29.1229,29.4138,32.026,35.9178,-1.4165,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,BYU,B12,7,6–10–0,121.23,97.646,0.923923,71.8111,56.249,48.4112,13.622,16.8216,29.8209,26.765,33.0242,27.949,2.05,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Ball St.,MAC,5,1–40–0,97.9299,110.8256,0.1947297,66.9313,48.2251,56.4313,19.0247,21.733,25.132,37.8329,28.731,19.22,-2.8278,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Baylor,B12,6,5–10–0,126.97,109.0219,0.85175,71.3134,53.81,55.5295,15.072,18.0162,39.121,29.8153,37.4157,24.015,1.022,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Bellarmine,ASun,6,2–40–0,108.4147,121.4351,0.2130286,67.6284,56.053,61.1361,18.1204,17.12,19.1363,36.4306,35.6191,43.5289,-2.4242,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Belmont,MVC,6,6–00–0,105.2199,97.85,0.6996104,72.684,61.24,43.721,22.3339,21.928,30.02,29.3135,35.32,24.923,0.4144,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Bethune Cookman,SWAC,6,1–50–0,108.1153,110.1247,0.4477182,68.3257,48.1253,53.525,15.283,14.4321,30.7185,35.4287,28.5313,45.5315,-2.8277,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Binghamton,AE,6,0–60–0,95.6323,123.4359,0.0506359,67.927,43.7332,52.2208,23.0353,12.2358,31.1173,35.3285,47.829,33.112,-4.8356,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Boise St.,MWC,6,4–20–0,109.7135,95.128,0.837961,69.0227,49.3217,50.3158,18.422,18.0162,33.2119,23.415,44.452,35.016,-0.4088,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Boston College,ACC,8,4–40–0,101.7253,97.543,0.6198128,68.126,46.8291,44.934,14.138,14.6309,31.3163,25.642,31.9263,32.6109,-2.8283,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Boston University,Pat,7,3–40–0,111.7111,123.4357,0.2427268,64.4357,56.739,57.8335,18.2212,14.4321,29.4222,29.6144,26.6333,35.5168,-2.626,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Bowling Green,MAC,6,4–20–0,104.1217,98.053,0.6663116,72.1101,52.5135,47.998,17.5169,25.44,30.7185,24.127,37.8148,43.629,-1.4166,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Bradley,MVC,8,4–40–0,108.1152,106.216,0.5502155,69.8205,52.9125,53.7258,16.4116,23.213,27.8262,29.8153,38.114,41.1257,-2.9289,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Brown,Ivy,8,3–50–0,94.0334,106.8172,0.1858304,67.0308,49.8206,47.893,20.7299,18.912,28.425,31.9204,28.3318,29.864,-4.5349,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Bryant,AE,6,1–50–0,90.9354,106.5166,0.1403332,69.0227,41.3355,49.9143,22.1335,13.8335,25.2319,33.8248,28.731,31.489,-2.8276,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Bucknell,Pat,8,2–60–0,100.927,109.1222,0.289625,70.3175,47.9261,53.3239,21.1312,18.2151,26.5298,32.3211,36.318,42.3274,-4.1336,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Buffalo,MAC,6,6–00–0,115.47,117.133,0.458018,67.6284,54.977,54.6281,14.138,19.1112,28.9236,30.216,64.61,35.5168,0.635,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Butler,BE,7,6–10–0,119.442,97.849,0.909027,74.631,57.036,46.87,18.1204,17.12,42.84,27.689,49.118,21.38,0.829,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Cal Baptist,WAC,6,6–00–0,106.418,98.454,0.711699,69.0227,49.6212,43.926,18.5224,19.211,42.47,19.21,33.6234,37.4206,0.636,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Cal Poly,BW,7,2–50–0,102.7239,108.0193,0.3597225,79.33,49.1222,54.6281,22.8349,17.0208,31.3163,27.28,35.2202,39.4232,-2.9288,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Cal St. Bakersfield,BW,6,2–40–0,100.9269,113.9301,0.1989293,71.7117,45.5307,52.1206,22.7348,18.3144,34.789,37.2323,52.111,42.3274,-2.1218,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Cal St. Fullerton,BW,6,1–50–0,104.2215,113.3292,0.2762257,79.42,47.7266,55.8304,13.724,14.5315,22.7344,25.136,38.4135,41.4261,-3.3307,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Cal St. Northridge,BW,6,2–40–0,97.6306,109.523,0.2098288,77.07,44.8319,53.1235,21.3319,13.6339,33.2119,26.662,34.7209,33.2122,-2.6263,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,California,ACC,7,6–10–0,113.586,100.274,0.806873,69.9198,56.739,45.639,15.9103,17.7175,30.6189,32.0207,37.6153,33.6129,0.3048,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Campbell,CAA,6,2–40–0,101.4257,110.2251,0.2773255,73.751,45.0316,54.0262,20.5292,16.0247,31.3163,33.2233,54.14,36.7195,-1.8194,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Canisius,MAAC,6,3–30–0,97.1315,118.9342,0.0883349,63.5364,49.8206,54.2269,22.1335,13.6339,28.9236,33.9253,38.114,36.6193,-1.8192,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Central Arkansas,ASun,6,2–40–0,101.925,103.4118,0.4557181,70.0195,48.1253,51.92,18.422,16.6219,27.527,28.198,30.9277,33.112,-2.0213,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Central Connecticut,NEC,5,3–20–0,99.3285,105.8155,0.3277234,68.5247,48.026,48.01,14.66,15.2287,27.6267,31.82,33.823,23.312,-0.913,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Central Michigan,MAC,6,2–40–0,104.9205,112.7284,0.3037243,67.8277,48.5241,51.7194,19.5266,14.8302,36.846,33.0224,24.3346,41.0256,-2.9292,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Charleston,CAA,7,3–40–0,105.0204,111.0259,0.3459226,67.1302,49.0229,52.2208,14.762,14.93,32.5135,30.216,41.491,30.978,-2.9287,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Charleston Southern,BSth,7,3–40–0,103.9221,108.8215,0.3706223,73.56,51.4159,48.5117,18.0195,11.3365,30.1199,28.5109,27.0329,36.419,-2.7268,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Charlotte,Amer,7,2–50–0,110.213,113.2291,0.4235194,65.0354,50.5182,53.525,17.4168,15.925,37.539,29.6144,39.0122,51.1347,-3.5316,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Chattanooga,SC,5,2–30–0,105.7189,118.534,0.2133285,67.5291,52.1142,54.3271,17.5169,15.4274,25.8308,36.1299,43.063,47.0324,-1.7185,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Chicago St.,NEC,8,0–80–0,100.7273,117.9338,0.1393333,70.3175,45.5307,60.5358,19.7271,18.3144,29.8209,36.1299,31.7265,44.8305,-4.6352,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Cincinnati,B12,7,5–20–0,97.7302,90.89,0.6993105,74.139,49.8206,43.42,18.9242,23.213,27.527,25.136,41.787,33.4127,-0.9123,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Clemson,ACC,8,7–10–0,118.445,98.655,0.891132,68.5247,54.783,43.721,13.113,16.3235,35.966,23.415,40.899,33.8134,0.538,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Cleveland St.,Horz,7,1–60–0,105.5193,123.1355,0.1450326,74.139,51.5157,56.6319,20.3286,16.1244,29.2226,39.8349,44.154,36.9199,-4.1339,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Coastal Carolina,SB,6,3–30–0,92.5344,101.688,0.2546266,72.587,46.9289,45.337,15.9103,13.4349,23.0341,22.48,27.1328,44.6303,-2.2222,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Colgate,Pat,7,3–40–0,108.0155,106.717,0.5347161,68.5247,53.7103,49.4133,15.072,15.2287,21.2355,34.6263,23.2351,34.5146,-1.6181,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Colorado,B12,7,7–00–0,123.515,107.6186,0.830163,70.119,57.728,52.2208,13.518,14.7304,33.611,25.642,48.425,26.532,1.215,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Colorado St.,MWC,8,6–20–0,126.88,110.9257,0.823966,63.6363,63.81,50.9176,17.1147,13.0355,34.496,27.689,42.866,30.067,-0.4995,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Columbia,Ivy,7,6–10–0,114.577,102.093,0.791477,68.8238,57.63,47.893,20.7299,15.0295,40.215,25.44,28.4314,31.593,0.2651,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Connecticut,BE,7,6–10–0,124.711,89.66,0.97813,68.5247,56.545,42.311,14.031,21.047,33.8107,26.46,37.4157,41.6264,1.313,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Coppin St.,MEAC,8,1–70–0,87.9363,115.9321,0.0400361,70.9148,42.0352,53.525,23.2354,15.8259,29.1229,38.1334,34.5217,41.4261,-5.0358,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Cornell,Ivy,5,3–20–0,108.1154,112.8285,0.3802217,75.418,56.838,52.4213,18.1204,14.4321,26.6297,25.95,38.3137,39.1228,-1.2154,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Creighton,BE,7,4–30–0,112.2103,101.689,0.757184,68.4253,51.1164,47.79,17.8185,15.3281,35.772,36.0296,28.0321,18.51,-0.4892,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Dartmouth,Ivy,3,0–30–0,94.9329,118.6341,0.0715352,76.511,48.5241,54.5277,21.9331,15.0295,24.3333,24.025,45.44,25.525,-2.8281,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Davidson,A10,6,5–10–0,112.795,102.498,0.750888,67.2298,58.523,50.8172,19.0247,18.5135,25.132,32.5213,46.733,41.1257,0.2552,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Dayton,A10,8,6–20–0,112.4101,99.061,0.811671,69.9198,53.6106,51.118,17.0141,23.311,26.5298,28.6113,48.128,30.978,0.285,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,DePaul,BE,7,5–20–0,107.0172,102.8107,0.6119133,70.9148,52.7132,46.765,16.9136,19.3103,32.5135,28.3103,42.768,34.0139,-1.4169,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Delaware,CUSA,5,2–30–0,108.4146,112.2275,0.4022207,65.9339,54.88,49.814,18.422,14.2327,25.6312,33.1228,21.9357,27.04,-1.9208,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Delaware St.,MEAC,5,0–50–0,85.1365,115.3315,0.0297365,69.0227,37.0364,62.9365,20.6295,17.12,25.3317,27.072,24.3346,35.8177,-3.4311,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Denver,Sum,7,2–50–0,114.184,120.8348,0.342123,69.3217,51.017,59.5353,17.2155,15.3281,28.824,38.8341,31.5267,39.1228,-1.9203,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
2025-11-28,2026,Detroit Mercy,Horz,6,0–60–0,104.4213,115.6318,0.236327,73.849,43.5335,57.6333,18.1204,15.8259,32.1144,35.0278,23.1352,46.2319,-3.632,https://barttorvik.com/trank.php?year=2026&begin=20251101&end=20251128&top=0&conlimit=All&state=All
